Company,Shortname,Link 
IPRU NF100 ETF,ICI12,https://www.moneycontrol.com/india/stockpricequote/iciciprudentialnifty100etf/iciciprudentialnifty100etf/ICI12
Edelweiss Nifty,ENE,https://www.moneycontrol.com/india/stockpricequote/edelweissniftyexchangetradedscheme/edelweissniftyexchangetradedscheme/ENE
Nippon ETF Ha,BMF01,https://www.moneycontrol.com/india/stockpricequote/nipponindiaetfhangsengbees/nipponindiaetfhangsengbees/BMF01
Sterling Tools,ST,https://www.moneycontrol.com/india/stockpricequote/fasteners/sterlingtools/ST
Lakshmi Prec,LPS,https://www.moneycontrol.com/india/stockpricequote/fasteners/lakshmiprecisionscrews/LPS
Maithan Alloys,MA04,https://www.moneycontrol.com/india/stockpricequote/miningminerals/maithanalloys/MA04
Indian Metals,IMF01,https://www.moneycontrol.com/india/stockpricequote/miningminerals/indianmetalsferroalloys/IMF01
Shyam Century,SCF01,https://www.moneycontrol.com/india/stockpricequote/miningminerals/shyamcenturyferrous/SCF01
Coromandel Int,CF06,https://www.moneycontrol.com/india/stockpricequote/fertilisers/coromandelinternational/CI45
Tata Chemicals,TC,https://www.moneycontrol.com/india/stockpricequote/chemicals/tatachemicals/TC
Chambal Fert,CFC,https://www.moneycontrol.com/india/stockpricequote/fertilisers/chambalfertiliserschemicals/CFC
Fert and Chem,FCT,https://www.moneycontrol.com/india/stockpricequote/fertilisers/fertiliserschemicalstravancore/FCT
GNFC,GNV,https://www.moneycontrol.com/india/stockpricequote/fertilisers/gujaratnarmadavalleyfertilizerschemicals/GNV
Rashtriya Chem,RCF01,https://www.moneycontrol.com/india/stockpricequote/fertilisers/rashtriyachemicalsfertilisers/RCF01
GSFC,GSF,https://www.moneycontrol.com/india/stockpricequote/fertilisers/gujaratstatefertilizerschemicals/GSF
NFL,NF06,https://www.moneycontrol.com/india/stockpricequote/fertilisers/nationalfertilizers/NF06
Deepak Fert,DFP,https://www.moneycontrol.com/india/stockpricequote/fertilisers/deepakfertilizerspetrochemicalscoprn/DFP
Mangalore Chem,MCF01,https://www.moneycontrol.com/india/stockpricequote/fertilisers/mangalorechemicalsfertilisers/MCF01
SPIC,SPI05,https://www.moneycontrol.com/india/stockpricequote/fertilisers/southernpetrochemicalindustriescorporation/SPI01
Madras Fert,MF15,https://www.moneycontrol.com/india/stockpricequote/fertilisers/madrasfertilizers/MF15
Zuari Agro Chem,ZAC,https://www.moneycontrol.com/india/stockpricequote/fertilisers/zuariagrochemicals/ZAC
Nagarjuna Fert,NFC,https://www.moneycontrol.com/india/stockpricequote/fertilisers/nagarjunafertiliserschemicals/NFC
Zuari Global,ZA,https://www.moneycontrol.com/india/stockpricequote/fertilisers/zuariglobal/ZI01
Aries Agro,AA13,https://www.moneycontrol.com/india/stockpricequote/fertilisers/ariesagro/AA02
PVR,PVR,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/pvr/PVR
Saregama India,GCI,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/saregamaindia/SI67
INOX Leisure,INO01,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/inoxleisure/INO01
Prime Focus,PF13,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/primefocus/PF13
Tips Industries,TI25,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/tipsindustries/TI25
Balaji Telefilm,BT06,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/balajitelefilms/BT06
Shemaroo Ent,SE22,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/shemarooentertainment/SE03
Eros Intl,EIM,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/erosinternationalmedia/EIM
UFO Moviez,UMI03,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/ufomoviezindia/UMI03
Cinevista,CC25,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/cinevista/C97
Jump Networks,BF01,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/jumpnetworks/CG02
Cineline India,CI38,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/cinelineindia/CI38
Pritish Nandy,PNC,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/pritishnandycommunications/PNC
Mukta Arts,MA02,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/muktaarts/MA02
Imagicaaworld,AE16,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/imagicaaworldentertainment/AE01
BAG Films,BAG,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/bagfilmsmedia/BAG
KSS,GPM,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/kss/GPM
DQ Entertain,DEI01,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/dqentertainmentinternational/DEI01
Sri Adhikari,SAB,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/sriadhikaribrotherstelevision/SAB
HDFC,HDF,https://www.moneycontrol.com/india/stockpricequote/financehousing/housingdevelopmentfinancecorporation/HDF
LIC Housing Fin,LIC,https://www.moneycontrol.com/india/stockpricequote/financehousing/lichousingfinance/LIC
AAVAS Financier,AF32,https://www.moneycontrol.com/india/stockpricequote/financegeneral/aavasfinanciers/AF17
HUDCO,HUD,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/housingurbandevelopmentcorporation/HUD
Indiabulls Hsg,IHF01,https://www.moneycontrol.com/india/stockpricequote/financehousing/indiabullshousingfinance/IHF01
Can Fin Homes,CFH,https://www.moneycontrol.com/india/stockpricequote/financehousing/canfinhomes/CFH
PNB Housing Fin,PHF,https://www.moneycontrol.com/india/stockpricequote/financehousing/pnbhousingfinance/PHF
Home First,HFF,https://www.moneycontrol.com/india/stockpricequote/financehousing/homefirstfinancecompanyindia/HFF
Repco Home,RHF01,https://www.moneycontrol.com/india/stockpricequote/financehousing/repcohomefinance/RHF
GIC Housing Fin,GIC,https://www.moneycontrol.com/india/stockpricequote/financehousing/gichousingfinance/GIC
Dewan Housing,DHF,https://www.moneycontrol.com/india/stockpricequote/financehousing/dewanhousingfinancecorporation/DHF
Reliance Home F,RHF02,https://www.moneycontrol.com/india/stockpricequote/financehousing/reliancehomefinance/RHF01
Bajaj Finserv,BF04,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/bajajfinserv/BF04
HDFC AMC,HAM02,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/hdfcassetmanagementcompany/HAM02
AB Capital,ABC07,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/adityabirlacapital/ABC9
Nippon,RNL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nipponlifeindiaassetmanagement/RNL
Chola Fin Hold,TII,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/cholamandalamfinancialholdings/TII
IIFL Finance,II15,https://www.moneycontrol.com/india/stockpricequote/financegeneral/iiflfinance/II15
JM Financial,JMS,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/jmfinancial/JMF
UTI AMC,UA03,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/utiassetmanagementcompany/UA04
Capri Global,DSL01,https://www.moneycontrol.com/india/stockpricequote/financegeneral/capriglobalcapital/MMF05
JSW Holdings,JSW,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/jswholdings/JSW
Equitas Holding,EH03,https://www.moneycontrol.com/india/stockpricequote/financegeneral/equitasholdings/EH03
Religare Enterp,RE09,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/religareenterprises/RE09
Pilani Invest,PII03,https://www.moneycontrol.com/india/stockpricequote/financegeneral/pilaniinvestmentindustriescorporation/PII03
BF Investment,BFI,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/bfinvestment/BFI
Centrum Capital,CF09,https://www.moneycontrol.com/india/stockpricequote/financegeneral/centrumcapital/CF09
SMC Global Secu,SGS01,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/smcglobalsecurities/SGS03
Max Ventures an,MVI,https://www.moneycontrol.com/india/stockpricequote/packaging/maxventuresindustries/MVI
Rane Holdings,RM,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/raneholdings/RH01
Nalwa Sons,JS02,https://www.moneycontrol.com/india/stockpricequote/financegeneral/nalwasonsinvestment/NSI02
Kalyani Invest,KIC02,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/kalyaniinvestmentcompany/KIC04
Max India,MIL18,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/maxindialimited/MIL19
VLS Finance,VLS,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/vlsfinance/VLS
Dhunseri Invest,DI25,https://www.moneycontrol.com/india/stockpricequote/financegeneral/dhunseriinvestments/DI27
Welspun Invest,WIC01,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/welspuninvestmentscommercials/WIC01
ILandFS,ILF,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/ilandfsinvestmentmanagers/ILF02
Oswal Agro,OAM,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/oswalagromills/OAM
Maha Rasht Apex,MAC02,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/maharashtraapexcorporation/MAC02
Ganges Securiti,GS18,https://www.moneycontrol.com/india/stockpricequote/financegeneral/gangessecurities/GS16
Indo Thai Secu,ITS,https://www.moneycontrol.com/india/stockpricequote/financegeneral/indothaisecurities/ITS
Palash Securiti,PS19,https://www.moneycontrol.com/india/stockpricequote/financegeneral/palashsecurities/PS19
Keynote Finance,KCS,https://www.moneycontrol.com/india/stockpricequote/financegeneral/keynotefinancialservices/KCS
Times Guaranty,TGF,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/timesguaranty/TG
Jindal Poly Inv,JPI02,https://www.moneycontrol.com/india/stockpricequote/financegeneral/jindalpolyinvestmentfinancecompany/JPI02
Visagar Polytex,BHT,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/visagarpolytex/VP10
21st Cen Mgt,TCM,https://www.moneycontrol.com/india/stockpricequote/financegeneral/21stcenturymanagement/21C
Onelife Capital,OCA,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/onelifecapitaladvisors/OCA
Blue Chip,BCI02,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/bluechipindia/BCI02
Bajaj Finance,BAF,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/bajajfinance/BAF
Muthoot Finance,MF19,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/muthootfinance/MF10
Bajaj Holdings,BA,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/bajajholdingsinvestment/BHI
Shriram Trans,STF,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/shriramtransportfinancecorporation/STF
IRFC,IRF,https://www.moneycontrol.com/india/stockpricequote/financenbfc/indianrailwayfinancecorporation/IRF
Sundaram Fin,SF20,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/sundaramfinance/SF20
L&T Finance,LFH,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/ltfinanceholdings/LFH
M&M Financial,MMF04,https://www.moneycontrol.com/india/stockpricequote/financenbfc/mahindramahindrafinancialservices/MMF04
Manappuram Fin,MGF01,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/manappuramfinance/MGF01
Shriram City,SCU,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/shriramcityunionfinance/SCU
CreditAccess Gr,CG02,https://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/creditaccessgrameen/CG03
Motilal Oswal,MOF01,https://www.moneycontrol.com/india/stockpricequote/financegeneral/motilaloswalfinancialservices/MOF01
IDFC,IDF,https://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/idfc/IDF
Edelweiss,EC06,https://www.moneycontrol.com/india/stockpricequote/financegeneral/edelweissfinancialservices/EC01
Tata Inv Corp,TIC,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/tatainvestmentcorporation/TIC
Indostar Capita,ICF01,https://www.moneycontrol.com/india/stockpricequote/financegeneral/indostarcapitalfinance/ICF
Spandana Sphoor,SSF07,https://www.moneycontrol.com/india/stockpricequote/spandanasphoortyfinancial/spandanasphoortyfinancial/SSF07
Magma Fincorp,ML07,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/magmafincorp/MF20
Paisalo Digital,SEI03,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/paisalodigitalltd/SEI03
PTC India Fin,PIF02,https://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/ptcindiafinancialservices/PIF02
Satin Credit,SCN,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/satincreditcarenetwork/SCN
Muthoot Cap,MCS02,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/muthootcapitalservices/MCS02
Summit Sec,KEC,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/summitsecurities/SS56
The Investment ,FFS03,https://www.moneycontrol.com/india/stockpricequote/financegeneral/theinvestmenttrustindia/FFS03
Arman Financial,ALF,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/armanfinancialservices/AFS04
Sasta Sundar,MFS04,https://www.moneycontrol.com/india/stockpricequote/financegeneral/sastasundarventures/MFS
SREI Infra,SRE,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/sreiinfrastructurefinance/SRE02
Rel Capital,RCF,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/reliancecapital/RC
SIL Invest,SI51,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/silinvestments/SIL16
Nahar Capital,NCF,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/naharcapitalfinancialservices/NCF
Capital Trust,CT,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/capitaltrust/CT
Industrial Inv,IIT01,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/industrialinvestmenttrust/IIT01
Coral India Fin,CIF02,https://www.moneycontrol.com/india/stockpricequote/financehousing/coralindiafinancehousing/CIF02
Motor and Gen F,MGF,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/motorgeneralfinance/MGF
McDowell Hold,MDH,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/mcdowellholdings/MDH
Williamson Mago,WMC,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/williamsonmagorcompany/WMC
Hb Stockhol,HBS,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/hbstockholdings/HBS
TCI Finance,TCI01,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/tcifinance/TCI01
Guj Lease Fin,GLF01,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/gujaratleasefinancing/GLF01
Transwarranty,TF10,https://www.moneycontrol.com/india/stockpricequote/financegeneral/transwarrantyfinance/TF10
Viji Finance,VF08,https://www.moneycontrol.com/india/stockpricequote/financegeneral/vijifinance/VF08
DCM Financial,DCM01,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/dcmfinancial/DCM01
Max Financial,MI,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/maxfinancialservices/MI
Suvidhaa Info,SI78,https://www.moneycontrol.com/india/stockpricequote/financeothers/suvidhaainfoserve/SI84
EBIXCASH WORLD,WF02,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/ebixcashworldmoneyindia/WF02
Crest Ventures,SR,https://www.moneycontrol.com/india/stockpricequote/financehousing/crestventures/SR
STEL Holdings,STE01,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/stelholdings/STE01
ICICI Securitie,ISL03,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/icicisecuritiesltd/ISL04
Dhani Services,IS08,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/dhaniservices/IS13
MCX India,MCE,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/multicommodityexchangeindia/MCE
